id;pt_BR;en;fr;it;nl;pt;es;de
Boss>8803;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>8804;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>8900;"[[BO\8900]] ";[[BO\8900]]You have the following number of high-capacity aircrafts:;[[BO\8900]]Vous possédez le nombre suivant d'avions à grande capacité:;"[[BO\8900]] ";"[[BO\8900]] ";"[[BO\8900]] ";"[[BO\8900]] ";[[BO\8900]]Also, Sie haben soviele Großflugzeuge wie folgt:
Boss>8902;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s[[BO\6002b]] qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s [[BO\6002b]]lidera. Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>8903;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>8904;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9000;"[[BO\9000]] ";[[BO\9000]]Days without sabotage:;[[BO\9000]]Nombre de jours sans acte de sabotage:;"[[BO\9000]] ";"[[BO\9000]] ";"[[BO\9000]] ";"[[BO\9000]] ";[[BO\9000]]Also, Ihre sabotagefreien Tage sehen aus wie folgt:
Boss>9002;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s [[BO\6002b]]qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s lidera. [[BO\6002b]]Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>9003;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9004;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9100;"[[BO\9100]] ";[[BO\9100]]Your share price with respect to your average yield amounts to:;[[BO\9100]]Le cours de vos actions respectivement leur rendement s'élève à:;"[[BO\9100]] ";"[[BO\9100]] ";"[[BO\9100]] ";"[[BO\9100]] ";[[BO\9100]]Also, Sie haben folgenden Kurs bzw. seit soviel Tagen wie folgt eine hohe Durchschnittsrendite:
Boss>9102;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s [[BO\6002b]]qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s lidera. [[BO\6002b]]Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>9103;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9104;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9200;"[[BO\9200]] ";[[BO\9200]]You have the following amount of economical aircrafts:;[[BO\9200]]Vous détenez le nombre suivant d'avions économiques:;"[[BO\9200]] ";"[[BO\9200]] ";"[[BO\9200]] ";"[[BO\9200]] ";[[BO\9200]]Also, Sie haben soviele Sparflugzeuge wie folgt:
Boss>9202;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s [[BO\6002b]]qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s lidera. [[BO\6002b]]Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>9203;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6004]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9204;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6003]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]]Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9300;"[[BO\9300]] ";[[BO\9300]]Your enterprise value amounts to:;[[BO\9300]]La valeur de votre entreprise s'élève à:;"[[BO\9300]] ";"[[BO\9300]] ";"[[BO\9300]] ";"[[BO\9300]] ";[[BO\9300]]Also, Sie haben folgende Firmenwerte:
Boss>9302;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s [[BO\6002b]]qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s [[BO\6002b]]lidera. Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>9303;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;"[[*]] %s, [[BO\6003]] you qualified. Thanks for taking part to the others. Better luck next time.  ";[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]]Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9304;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6003]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]]Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9400;"[[BO\9400]] ";[[BO\9400]]Your company value amounts to:;[[BO\9400]]La valeur de votre entreprise s'élève à:;"[[BO\9400]] ";"[[BO\9400]] ";"[[BO\9400]] ";"[[BO\9400]] ";[[BO\9400]]Also, Sie haben folgende Firmenwerte:
Boss>9402;[[BO\6002a]]Até agora [[*]] %s [[BO\6002b]] está liderando. Vamos aos detalhes.;[[BO\6002a]]Until now [[*]] %s [[BO\6002b]]is leading. Now to the details.;[[BO\6002a]]Jusqu'ici, c'est [[*]] %s [[BO\6002b]]qui est en tête. Passons aux détails.;[[BO\6002a]]Fino a questo momento è in testa la [[*]] %s. [[BO\6002b]] Ecco i dettagli.;[[BO\6002a]]Tot nu toe is [[*]] %s [[BO\6002b]]de beste. En nu de details.;[[BO\6002a]]Até agora a [[*]] %s [[BO\6002b]]lidera. Vamos aos detalhes.;[[BO\6002a]]Por lo tanto, [[*]] %s va en cabeza. Pasemos a los detalles.;[[BO\6002a]]Somit führt [[*]] %s. [[BO\6002b]]Kommen wir zu den Details.
Boss>9403;" [[*]] %s, [[BO\6003a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6003a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6003a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6003a]]La [[*]] %s [[BO\6003b]] si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6003]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6003a]]A [[*]] %s qualificou-se. [[BO\6003b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6003a]]Por tanto se clasifica [[*]] %s. [[BO\6003b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6003a]]Qualifiziert hat sich somit eindeutig [[*]] %s. [[BO\6003b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>9404;" [[*]] %s, [[BO\6004a]] você se qualificou. Gostaria de agradecer aos outros por terem participado. Mais sorte da próxima vez.";[[*]] %s, [[BO\6004a]]you qualified. I'd like to thank the others for taking part. Better luck next time.;[[*]] %s, [[BO\6004a]]vous avez gagné. J'aimerais remercier les autres pour leur participation. Vous aurez plus de chance la prochaine fois.;[[BO\6004a]]La [[*]] [[BO\6004b]] %s si è qualificata. Grazie a tutti gli altri che hanno partecipato. Sarà per la prossima volta.;[[*]] %s, [[BO\6003]] je bent gekwalificeerd. de anderen bedankt voor jullie deelname. Volgende keer meer geluk.;[[BO\6004a]]A [[*]] %s qualificou-se. [[BO\6004b]] Agradeço aos outros a participação. Mais sorte para a próxima.;[[BO\6004a]]Por tanto se clasifican [[*]] %s. [[BO\6004b]] A los demás les agradezco su participación. Quizás tengan más suerte la próxima vez.;[[BO\6004a]]Qualifiziert haben sich somit eindeutig [[*]] %s. [[BO\6004b]] Den anderen danke ich für die Teilnahme. Vielleicht wird es ja beim nächsten Mal etwas.
Boss>10003;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi est ce que je voudrais ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué lo quiero?;[[BO\10003]]Was soll ich damit?
Boss>10004;[[BO\10004]]Nem pense em me puxar o saco.;[[BO\10004]]Don't even think about sucking up to me.;[[BO\10004]]N'essayez surtout pas de me lécher les bottes.;[[BO\10004]]Sta cercando di adularmi? Guardi che con me non funziona!;[[BO\10004]]We gaan niet slijmen he?;[[BO\10004]]Nem sequer pense em dar-me graxa.;[[BO\10004]]¿Está intentando hacerme la pelota? Pues lo lleva claro.;[[BO\10004]]Versuchen Sie sich bei mir einzuschleimen? Da sind Sie an der falschen Adresse.
Boss>10006;[[BO\10006]]Prá que? Não preciso de óleo.;[[BO\10006]]What for? I don't need any oil.;[[BO\10006]]Pourquoi faire ? Je n'ai pas besoin d'huile.;[[BO\10006]]A cosa serve? Non ho bisogno di olio.;[[BO\10006]]Wat is er met je? Ik heb geen olie nodig!;[[BO\10006]]Para quê? Eu não preciso de óleo!;[[BO\10006]]¿Para qué lo quiero? No necesito aceite.;[[BO\10006]]Was soll das? Ich brauche kein Öl!
Boss>10007;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu quereria isso?;[[BO\10003]]¿Para qué la quiero?;[[BO\10003]]Was soll ich damit?
Boss>10008;[[BO\10008]]Eu me sinto bem. Não preciso de nenhuma pílula.;[[BO\10008]]I feel fine. I don't need any pills.;[[BO\10008]]Je me sens bien. Je n'ai pas besoin de comprimés.;[[BO\10008]]Sto bene. Non ho bisogno di pastiglie.;[[BO\10008]]Ik voel me prima. Ik heb geen pillen nodig.;[[BO\10008]]Eu sinto-me bem. Não preciso de comprimidos.;[[BO\10008]]Me encuentro perfectamente, no necesito pastillas.;[[BO\10008]]Ich fühle mich prima. Ich brauche keine Tabletten.
Boss>10009;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu quereria isso?;[[BO\10003]]¿Para qué la quiero?;[[BO\10003]]Was soll ich damit?
Boss>10010;[[BO\10004]]Nem pense em me puxar o saco.;[[BO\10004]]Don't even think about sucking up to me.;[[BO\10004]]N'essayez surtout pas de me lécher les bottes.;[[BO\10004]]Sta cercando di adularmi? Guardi che con me non funziona!;[[BO\10004]]WE gaan niet slijmen he?;[[BO\10004]]Nem sequer pense em dar-me graxa.;[[BO\10004]]¿Está intentando hacerme la pelota? Pues lo lleva claro.;[[BO\10004]]Versuchen Sie sich bei mir einzuschleimen? Da sind Sie an der falschen Adresse.
Boss>10011;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué lo quiero?;[[BO\10003]]Was soll ich damit?
Boss>10012;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué lo quiero?;[[BO\10003]]Was soll ich damit?
Boss>10013;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué la quiero?;[[BO\10003]]Was soll ich damit?
Boss>10014;[[BO\10004]]Nem pense em me puxar o saco.;[[BO\10004]]Don't even think about sucking up to me.;[[BO\10004]]N'essayez surtout pas de me lécher les bottes.;[[BO\10004]]Sta cercando di adularmi? Guardi che con me non funziona!;[[BO\10004]]We gaan niet slijmen he?;[[BO\10004]]Nem sequer pense em dar-me graxa.;[[BO\10004]]¿Está intentando hacerme la pelota? Pues lo lleva claro.;[[BO\10004]]Versuchen Sie sich bei mir einzuschleimen? Da sind Sie an der falschen Adresse.
Boss>10015;[[BO\10004]]Nem pense em me puxar o saco.;[[BO\10004]]Don't even think about sucking up to me.;[[BO\10004]]N'essayez surtout pas de me lécher les bottes.;[[BO\10004]]Sta cercando di adularmi? Guardi che con me non funziona!;[[BO\10004]]We gaan niet slijmen he?;[[BO\10004]]Nem sequer pense em dar-me graxa.;[[BO\10004]]¿Está intentando hacerme la pelota? Pues lo lleva claro.;[[BO\10004]]Versuchen Sie sich bei mir einzuschleimen? Da sind Sie an der falschen Adresse.
Boss>10016;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want them?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué los quiero?;[[BO\10003]]Was soll ich damit?
Boss>10017;[[BO\10003]]Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué lo quiero?;[[BO\10003]]Was soll ich damit?
Boss>10018;[[BO\10003]] Por que eu deveria querer isto?;[[BO\10003]]Why would I want them?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué los quiero?;[[BO\10003]]Was soll ich damit?
Boss>10019;[[BO\10003]] Por que eu deveria querer isto?;[[BO\10003]]Why would I want that?;[[BO\10003]]Pourquoi voudrais-je ça ?;[[BO\10003]]Cosa dovrei farci?;[[BO\10003]]Wat moet ik hiermee?;[[BO\10003]]Para que é que eu podia querer isso?;[[BO\10003]]¿Para qué lo quiero?;[[BO\10003]]Was soll ich damit?
